-49.6917662,22.01347401,496.0197809
-51.0230478,31.84898945,870.7711084
-51.8296814,41.61128766,463.8011553
-52.5973578,52.15456972,754.621506
-53.9028768,63.29579255,427.1089562
-54.2112836,69.60467777,572.0299967
-54.689975,71.30087708,514.8154377
-56.128354,81.56349307,203.842953
-56.6983214,87.8235668,317.6315203
-57.4725974,91.83831194,273.5080972
-44.900208,108.3976103,4934.068871
-45.966454,118.2331257,3796.495868
-45.305447,126.1161815,4972.587868
-45.980457,132.0101691,3552.861473
-46.997559,147.7640778,3240.73871
-47.403351,155.6349307,2634.753815
-47.118484,165.4704462,3251.484919
-47.213028,177.2706241,2701.507533
-47.517704,187.1183424,3095.669024
-47.597397,194.9891954,2741.98034
-47.203682,202.8600483,2882.808888
-48.331055,212.6955638,2154.237931
-48.041798,222.5432821,2656.403545
-47.0942,236.3203254,2508.532353
-48.103012,240.2618533,2052.581766
-47.799053,254.0266937,2542.430491
-47.097507,269.7683996,2947.145744
-49.088188,277.6392526,1878.130111
-47.727451,283.545443,2543.269961
-47.799919,297.3224863,2292.343272
-47.716824,307.1580018,2379.085619
-47.90424,316.9935172,2016.122498
-47.719238,328.8058981,2432.019883
-47.304901,332.747426,2458.148968
-49.110527,342.5829414,1649.724622
-48.193127,356.3599848,1965.660471
-48.989075,368.1723656,1614.680126
-48.002556,370.1370281,2012.893021
-48.406494,389.8202619,1601.922269
-48.444637,395.7142494,1784.075303
-48.861652,401.6204398,1509.325345
-48.874416,413.4328206,1427.890717
-49.809498,427.209864,1144.088613
-49.981022,431.139189,1201.392012
-50.712723,440.9869073,937.8735686
-51.291931,452.7870853,779.3180918
-53.524853,468.5287912,474.9181074
-53.990574,478.3643066,365.4573046
-53.809361,488.2120249,425.1586348
-54.812275,492.1413499,309.6222602